humidity,rainfall_24hr,rainfall_3days,soil_moisture,elevation,typeof_disaster
71.5,36.2,59.7,60.4,396.0,Safe
45.1,76.9,83.7,60.4,1433.0,Safe
88.1,252.2,518.7,95.2,137.0,Flood
55.6,30.7,44.9,42.8,444.0,Safe
56.5,30.6,67.5,20.7,2306.0,Safe
96.9,284.9,319.0,95.2,151.0,Flood
49.0,77.7,12.8,62.0,447.0,Safe
11.7,0.0,0.0,8.8,244.0,Drought
60.7,22.0,92.3,43.4,268.0,Safe
57.0,9.6,62.0,46.4,574.0,Safe
68.8,46.4,114.4,68.3,2491.0,Safe
11.2,0.0,0.0,6.0,429.0,Drought
92.4,205.3,371.1,91.0,13.0,Flood
59.8,26.4,32.1,52.2,2588.0,Safe
91.9,447.5,563.8,95.9,87.0,Flood
40.9,10.2,62.6,42.4,2372.0,Safe
95.0,313.6,413.4,91.7,27.0,Flood
80.0,75.3,86.5,67.2,2966.0,Safe
92.4,199.3,645.4,91.9,2249.0,Landslide
96.6,138.1,781.9,99.3,2601.0,Landslide
43.1,30.2,16.5,27.4,2356.0,Safe
59.9,79.8,60.2,49.2,213.0,Safe
65.1,18.8,68.0,50.8,2406.0,Safe
78.8,67.7,110.0,74.5,825.0,Safe
96.3,314.0,326.8,97.8,33.0,Flood
60.5,12.1,117.5,66.4,1202.0,Safe
68.4,18.7,82.2,44.9,1451.0,Safe
81.3,6.1,13.8,73.8,2069.0,Safe
99.2,366.6,226.3,85.2,32.0,Flood
79.9,43.2,27.8,50.7,1704.0,Safe
71.8,70.1,111.1,40.4,903.0,Safe
44.2,7.9,30.8,51.4,702.0,Safe
94.5,238.2,232.7,97.9,127.0,Flood
93.4,145.1,466.6,97.8,2940.0,Landslide
10.6,0.0,0.0,1.9,345.0,Drought
50.4,21.7,45.7,20.9,1492.0,Safe
52.0,1.4,50.8,41.4,2750.0,Safe
47.2,71.6,34.8,28.5,122.0,Safe
83.2,57.4,97.3,44.6,325.0,Safe
51.2,34.3,44.8,35.0,253.0,Safe
61.3,14.0,42.4,40.9,2633.0,Safe
5.2,0.0,0.0,3.9,612.0,Drought
67.2,18.0,51.0,70.1,1871.0,Safe
80.1,25.6,113.5,57.3,1864.0,Safe
11.4,0.0,0.0,1.3,225.0,Drought
96.4,283.7,722.6,95.0,23.0,Cyclone
78.7,61.1,93.3,45.6,2328.0,Safe
16.3,0.0,0.0,11.8,302.0,Drought
69.1,62.7,94.6,54.7,2528.0,Safe
18.1,0.0,0.0,3.2,756.0,Drought
96.0,276.7,401.3,99.8,135.0,Flood
75.1,34.6,82.5,52.4,2200.0,Safe
15.8,0.0,0.0,2.9,253.0,Drought
69.6,44.0,67.1,29.3,951.0,Safe
69.3,5.7,35.3,50.5,88.0,Safe
46.3,45.0,97.9,31.4,2137.0,Safe
94.0,135.6,648.2,90.0,712.0,Landslide
38.6,44.8,29.8,40.5,1316.0,Safe
11.9,0.0,0.0,11.3,405.0,Drought
53.1,46.5,117.4,38.5,1270.0,Safe
99.1,429.9,705.7,83.9,14.0,Cyclone
100.0,361.7,552.3,88.0,179.0,Flood
40.8,74.0,57.3,65.8,955.0,Safe
88.9,280.7,341.2,88.5,45.0,Flood
57.3,11.3,76.0,29.6,935.0,Safe
66.2,58.3,106.3,60.6,2759.0,Safe
93.4,446.1,271.1,97.1,89.0,Flood
96.8,331.0,486.6,87.6,128.0,Flood
66.6,4.1,104.7,72.6,1097.0,Safe
80.2,42.3,98.0,27.9,2614.0,Safe
15.2,0.0,0.0,7.1,332.0,Drought
59.5,64.8,113.4,37.9,2730.0,Safe
45.2,14.6,80.6,53.4,633.0,Safe
18.4,0.0,0.0,10.3,280.0,Drought
78.8,16.9,32.4,52.4,1037.0,Safe
83.1,29.1,90.6,52.1,2040.0,Safe
52.1,24.3,23.9,49.2,1269.0,Safe
76.8,7.1,43.4,31.5,139.0,Safe
46.8,54.4,105.8,31.0,2785.0,Safe
54.7,18.0,7.0,60.0,1910.0,Safe
43.0,65.3,111.7,71.4,2642.0,Safe
95.7,164.9,425.1,91.7,1411.0,Landslide
54.8,56.9,31.3,35.1,1425.0,Safe
97.6,564.5,766.2,80.2,11.0,Cyclone
53.2,18.8,45.3,51.2,998.0,Safe
39.2,27.6,52.3,28.5,2557.0,Safe
52.6,9.8,97.0,30.3,2493.0,Safe
90.4,320.2,449.9,98.1,97.0,Flood
77.5,29.4,110.8,29.2,2507.0,Safe
60.6,70.2,91.8,61.8,2109.0,Safe
9.7,0.0,0.0,4.1,680.0,Drought
40.3,61.9,57.5,62.3,1171.0,Safe
51.0,22.2,101.2,32.1,1269.0,Safe
55.9,26.8,14.2,49.3,645.0,Safe
69.6,11.6,108.2,22.2,635.0,Safe
49.4,63.0,87.5,69.3,1967.0,Safe
68.1,57.3,26.0,71.8,1662.0,Safe
56.1,11.3,79.8,57.8,1015.0,Safe
60.3,22.2,2.9,71.1,2886.0,Safe
96.7,454.5,877.2,93.4,29.0,Cyclone
41.8,62.7,49.7,38.0,1436.0,Safe
65.6,27.5,9.2,47.7,699.0,Safe
99.7,597.9,829.0,84.8,27.0,Cyclone
49.0,58.0,97.5,66.2,2644.0,Safe
57.3,18.5,24.1,54.5,1791.0,Safe
76.8,43.3,114.2,32.4,923.0,Safe
43.7,75.4,39.0,44.7,283.0,Safe
52.8,68.2,100.3,65.7,921.0,Safe
64.6,47.6,103.4,74.3,1573.0,Safe
46.8,40.4,86.7,71.0,774.0,Safe
73.7,79.2,108.3,40.3,623.0,Safe
36.2,62.0,90.7,66.9,2567.0,Safe
95.0,324.5,859.7,98.5,47.0,Cyclone
96.5,478.3,682.0,79.8,15.0,Cyclone
70.5,14.9,21.1,52.0,2538.0,Safe
51.7,78.9,41.7,61.4,166.0,Safe
95.7,335.8,527.7,99.7,49.0,Cyclone
65.4,20.9,17.7,49.3,542.0,Safe
40.9,66.1,43.7,25.1,1982.0,Safe
70.2,73.7,71.6,61.1,2179.0,Safe
72.7,65.4,80.6,61.3,1164.0,Safe
52.6,4.2,70.0,40.7,2988.0,Safe
99.2,217.5,455.3,90.4,2878.0,Landslide
70.2,11.6,99.6,50.5,2612.0,Safe
95.4,247.2,748.2,93.1,1802.0,Landslide
5.0,0.0,0.0,8.3,562.0,Drought
96.9,169.9,446.1,90.0,2893.0,Landslide
47.6,56.2,65.1,54.5,791.0,Safe
78.1,5.5,67.5,72.0,1612.0,Safe
89.7,260.0,378.9,88.9,165.0,Flood
96.7,438.0,516.3,86.3,33.0,Cyclone
98.0,225.2,706.7,97.0,2657.0,Landslide
7.7,0.0,0.0,8.2,623.0,Drought
79.7,26.6,116.0,22.2,1074.0,Safe
49.9,64.4,9.2,67.9,2936.0,Safe
49.1,14.9,71.8,57.1,329.0,Safe
36.3,46.5,22.2,44.9,600.0,Safe
48.9,64.7,25.0,30.1,2621.0,Safe
90.5,196.0,377.7,93.8,65.0,Flood
50.9,49.2,89.3,39.2,2810.0,Safe
65.2,58.8,30.2,67.9,149.0,Safe
90.1,433.4,251.5,89.0,129.0,Flood
7.1,0.0,0.0,13.6,390.0,Drought
90.8,306.7,206.2,93.6,125.0,Flood
68.9,14.3,83.5,27.6,2099.0,Safe
99.9,246.2,522.7,90.1,174.0,Flood
36.9,62.0,38.1,21.1,1483.0,Safe
17.6,0.0,0.0,0.1,355.0,Drought
50.8,70.4,68.8,24.3,2219.0,Safe
59.5,62.2,7.5,37.4,2752.0,Safe
99.7,206.2,386.6,99.7,2239.0,Landslide
66.0,12.2,28.7,25.5,1862.0,Safe
67.8,48.0,18.2,38.8,2154.0,Safe
17.9,0.0,0.0,1.0,713.0,Drought
48.0,70.4,110.3,56.6,213.0,Safe
91.3,368.6,294.2,89.6,16.0,Flood
73.4,35.0,70.9,53.4,1679.0,Safe
99.9,177.8,621.9,90.4,1392.0,Landslide
17.3,0.0,0.0,11.0,340.0,Drought
79.2,20.6,52.2,73.9,46.0,Safe
55.6,4.8,84.4,49.1,788.0,Safe
56.5,2.6,61.8,63.6,2333.0,Safe
62.7,77.7,21.9,69.6,900.0,Safe
75.1,63.3,54.5,35.4,2774.0,Safe
65.4,9.5,31.7,29.9,662.0,Safe
95.0,126.5,724.4,98.2,3453.0,Landslide
73.3,58.2,28.8,45.4,2848.0,Safe
93.9,397.2,596.1,94.9,119.0,Flood
48.4,1.6,40.6,22.7,2402.0,Safe
96.0,487.1,812.2,90.3,15.0,Cyclone
59.5,48.2,7.3,20.6,1036.0,Safe
59.9,20.3,18.3,67.5,451.0,Safe
40.1,64.8,40.3,31.1,1878.0,Safe
82.9,68.3,44.4,43.8,1951.0,Safe
84.2,2.1,66.9,68.4,246.0,Safe
95.8,314.7,880.2,78.0,37.0,Cyclone
43.2,40.6,35.9,36.1,839.0,Safe
82.5,56.9,34.2,70.2,1431.0,Safe
97.2,132.4,635.5,98.3,3322.0,Landslide
97.5,241.8,453.1,89.9,187.0,Flood
50.5,16.6,72.2,55.6,566.0,Safe
52.4,79.7,79.2,60.8,2066.0,Safe
99.0,322.8,786.7,89.4,4.0,Cyclone
65.3,47.8,6.4,25.4,2706.0,Safe
38.9,15.5,35.4,30.3,2316.0,Safe
36.6,54.6,40.8,30.4,1302.0,Safe
81.0,53.4,35.1,34.3,2535.0,Safe
42.5,37.6,67.0,36.0,2022.0,Safe
75.8,46.7,84.3,72.2,1514.0,Safe
94.5,161.2,650.0,90.4,2692.0,Landslide
96.9,278.6,294.3,92.3,8.0,Flood
7.3,0.0,0.0,12.0,286.0,Drought
18.5,0.0,0.0,1.0,259.0,Drought
94.3,247.6,367.9,93.2,1424.0,Landslide
98.7,396.5,562.3,98.8,109.0,Flood
98.8,552.1,596.1,88.6,44.0,Cyclone
50.7,53.2,4.3,27.1,2274.0,Safe
76.9,22.7,95.5,59.3,1614.0,Safe
83.4,23.6,57.4,66.8,317.0,Safe
69.6,77.7,23.0,73.0,2067.0,Safe
91.8,270.7,579.0,86.9,8.0,Flood
40.8,48.6,74.6,40.4,478.0,Safe
14.4,0.0,0.0,3.1,444.0,Drought
62.9,26.3,34.8,40.3,41.0,Safe
7.8,0.0,0.0,7.9,451.0,Drought
76.2,62.3,16.5,68.2,1724.0,Safe
69.5,11.4,36.4,32.8,1219.0,Safe
12.4,0.0,0.0,6.0,588.0,Drought
46.3,77.5,25.9,54.0,2406.0,Safe
97.7,139.3,525.1,94.7,2337.0,Landslide
18.3,0.0,0.0,11.2,578.0,Drought
93.8,399.6,255.7,91.1,14.0,Flood
99.0,333.5,607.7,100.0,25.0,Cyclone
49.3,33.8,53.4,71.8,2530.0,Safe
16.4,0.0,0.0,8.8,630.0,Drought
16.6,0.0,0.0,1.4,525.0,Drought
65.9,7.9,78.8,34.5,250.0,Safe
41.8,3.9,74.5,69.1,399.0,Safe
83.3,6.2,35.1,61.9,1334.0,Safe
42.6,63.3,99.5,28.4,2587.0,Safe
61.8,74.2,82.6,20.7,1543.0,Safe
96.3,323.8,616.5,83.9,25.0,Cyclone
68.8,63.6,2.5,70.8,1681.0,Safe
61.7,42.1,74.6,43.2,2518.0,Safe
57.3,58.5,84.2,71.9,893.0,Safe
53.8,64.6,65.3,29.8,838.0,Safe
98.3,337.2,426.9,95.3,37.0,Cyclone
10.3,0.0,0.0,0.2,762.0,Drought
92.6,145.2,528.5,91.5,2943.0,Landslide
47.7,66.2,70.8,30.2,1812.0,Safe
54.1,36.0,16.1,47.7,2177.0,Safe
68.0,62.7,88.3,61.0,2164.0,Safe
92.7,235.9,723.0,95.0,2323.0,Landslide
78.3,65.5,4.5,75.0,246.0,Safe
52.5,39.1,91.6,52.8,2959.0,Safe
35.3,40.1,54.9,68.9,1729.0,Safe
74.3,7.4,108.3,64.1,1094.0,Safe
83.9,31.0,16.8,55.5,2768.0,Safe
35.8,73.4,42.6,63.0,524.0,Safe
69.9,34.1,49.3,67.9,1424.0,Safe
18.5,0.0,0.0,3.3,329.0,Drought
96.9,322.7,387.5,93.0,20.0,Flood
48.8,33.2,111.8,65.8,2486.0,Safe
64.8,9.1,107.1,42.3,2362.0,Safe
59.1,47.5,6.5,64.7,2229.0,Safe
84.7,35.3,119.4,27.6,1376.0,Safe
43.6,1.7,58.8,32.3,860.0,Safe
69.6,22.8,86.9,69.5,956.0,Safe
91.3,177.9,413.6,99.4,177.0,Flood
46.2,19.5,58.8,41.1,2004.0,Safe
67.4,73.8,17.9,22.8,931.0,Safe
58.2,66.6,82.4,66.3,2288.0,Safe
19.3,0.0,0.0,12.0,582.0,Drought
8.5,0.0,0.0,4.0,776.0,Drought
70.7,3.7,23.1,47.6,1137.0,Safe
95.7,220.3,392.8,99.0,125.0,Flood
95.5,430.7,797.9,82.3,21.0,Cyclone
99.9,354.2,385.2,87.4,28.0,Flood
38.9,27.4,12.9,34.3,1896.0,Safe
96.8,288.0,433.6,78.2,0.0,Cyclone
84.9,25.1,86.2,69.6,1162.0,Safe
12.8,0.0,0.0,12.7,239.0,Drought
20.0,0.0,0.0,3.9,542.0,Drought
92.1,160.2,419.6,97.5,80.0,Flood
72.4,35.6,55.0,40.2,1348.0,Safe
78.6,0.8,95.8,38.5,53.0,Safe
60.8,73.6,114.6,25.5,2549.0,Safe
98.6,370.3,284.4,90.6,172.0,Flood
78.2,56.3,6.3,22.9,2218.0,Safe
91.1,433.6,337.5,95.5,92.0,Flood
70.9,65.5,55.8,73.9,1595.0,Safe
55.6,65.8,71.1,65.7,1811.0,Safe
8.1,0.0,0.0,6.9,786.0,Drought
67.6,25.1,73.4,32.2,1850.0,Safe
72.7,43.8,21.0,29.1,936.0,Safe
47.8,73.9,80.2,42.5,1264.0,Safe
60.0,69.3,37.6,61.6,1457.0,Safe
97.2,339.0,503.8,92.3,27.0,Cyclone
37.3,36.4,58.1,60.0,411.0,Safe
93.5,166.5,502.8,96.6,2468.0,Landslide
78.0,20.0,27.0,41.5,2424.0,Safe
62.0,29.9,93.6,21.4,1154.0,Safe
54.1,3.3,56.2,40.5,2495.0,Safe
88.9,176.2,293.2,96.1,183.0,Flood
59.5,49.8,80.6,69.4,1925.0,Safe
49.5,52.9,86.6,65.3,2870.0,Safe
88.9,407.6,594.7,97.5,69.0,Flood
43.5,69.9,95.6,70.6,1963.0,Safe
64.1,4.4,104.4,47.7,2375.0,Safe
75.8,54.8,48.9,40.1,1950.0,Safe
13.9,0.0,0.0,4.0,711.0,Drought
94.4,393.5,444.2,95.8,142.0,Flood
93.2,167.9,503.2,100.0,186.0,Flood
95.9,126.9,788.1,92.9,720.0,Landslide
47.8,58.5,100.8,50.0,2376.0,Safe
41.0,0.4,73.0,66.7,2924.0,Safe
51.6,76.3,15.6,32.5,2602.0,Safe
64.2,76.4,117.5,43.8,2271.0,Safe
48.9,28.4,13.5,58.0,107.0,Safe
76.1,4.6,24.9,20.4,637.0,Safe
71.1,0.6,46.0,58.6,588.0,Safe
92.5,189.7,530.8,95.8,2527.0,Landslide
79.8,26.0,7.2,50.8,2318.0,Safe
36.4,3.3,78.4,32.8,420.0,Safe
60.9,4.9,18.3,60.7,1534.0,Safe
96.1,224.7,631.1,96.3,1745.0,Landslide
81.1,75.7,70.9,42.8,642.0,Safe
38.1,75.1,68.7,29.0,341.0,Safe
68.5,1.8,12.2,47.7,728.0,Safe
93.0,130.6,604.8,99.7,3182.0,Landslide
15.8,0.0,0.0,9.3,342.0,Drought
50.2,60.4,77.5,24.7,2339.0,Safe
95.9,113.5,675.6,94.3,2527.0,Landslide
83.8,53.7,70.6,45.2,560.0,Safe
55.3,40.5,46.1,28.6,1019.0,Safe
57.6,18.9,104.4,50.5,845.0,Safe
93.7,201.5,694.9,95.3,3250.0,Landslide
71.6,63.7,88.6,68.2,1980.0,Safe
44.0,78.6,13.7,29.3,2786.0,Safe
76.0,13.5,96.2,64.0,2192.0,Safe
57.4,79.5,6.3,41.8,2918.0,Safe
94.8,248.2,552.4,99.1,3423.0,Landslide
92.6,158.5,239.6,88.7,140.0,Flood
88.4,223.7,589.8,92.4,52.0,Flood
99.7,325.9,524.4,89.6,89.0,Flood
74.9,53.5,49.2,47.0,180.0,Safe
74.3,34.2,96.9,72.0,2742.0,Safe
41.6,33.9,16.1,50.1,118.0,Safe
41.3,30.0,116.4,43.9,2635.0,Safe
52.5,51.6,32.7,60.5,1496.0,Safe
45.6,73.9,99.8,38.2,1354.0,Safe
15.0,0.0,0.0,14.2,679.0,Drought
98.8,187.0,401.9,89.7,137.0,Flood
69.0,23.4,51.7,54.8,23.0,Safe
47.4,13.3,54.0,60.3,1834.0,Safe
88.3,322.3,311.0,90.3,190.0,Flood
40.7,20.8,14.4,35.7,1269.0,Safe
94.2,379.2,370.2,85.4,107.0,Flood
99.1,273.4,762.6,88.1,34.0,Cyclone
95.6,431.5,201.2,98.2,139.0,Flood
78.5,24.7,45.9,62.6,2404.0,Safe
35.5,69.0,115.0,62.3,412.0,Safe
99.6,553.5,816.9,95.2,43.0,Cyclone
88.5,261.1,302.3,94.0,73.0,Flood
54.3,19.0,8.6,26.4,1611.0,Safe
36.3,72.0,36.3,43.6,2425.0,Safe
92.4,239.3,273.6,96.1,71.0,Flood
97.4,195.9,642.9,93.2,1196.0,Landslide
14.3,0.0,0.0,1.4,481.0,Drought
94.0,441.9,367.7,96.4,111.0,Flood
5.4,0.0,0.0,2.0,435.0,Drought
39.3,19.0,116.3,33.6,2330.0,Safe
60.3,8.7,38.3,56.5,1852.0,Safe
73.2,63.3,119.7,60.7,2231.0,Safe
81.7,11.4,104.6,38.9,2296.0,Safe
10.0,0.0,0.0,14.5,580.0,Drought
54.3,49.5,68.8,67.6,132.0,Safe
60.9,29.9,28.9,36.4,2937.0,Safe
18.3,0.0,0.0,11.6,498.0,Drought
45.6,10.2,80.6,54.3,1784.0,Safe
43.3,41.0,59.9,30.1,2036.0,Safe
91.7,412.8,538.3,98.3,104.0,Flood
93.4,436.2,598.5,94.5,183.0,Flood
49.5,31.1,18.3,61.0,1166.0,Safe
54.8,54.9,68.5,25.2,828.0,Safe
5.1,0.0,0.0,2.4,578.0,Drought
5.5,0.0,0.0,4.9,744.0,Drought
11.9,0.0,0.0,14.2,700.0,Drought
83.0,12.7,12.8,71.4,2159.0,Safe
62.7,22.7,98.4,71.5,708.0,Safe
84.7,19.9,80.6,62.3,714.0,Safe
72.3,50.7,32.7,74.1,2002.0,Safe
96.3,193.2,604.1,99.2,1467.0,Landslide
71.5,4.9,114.4,23.0,658.0,Safe
48.4,57.3,73.7,33.6,2929.0,Safe
18.2,0.0,0.0,4.9,563.0,Drought
43.1,35.3,14.5,70.9,2215.0,Safe
97.2,493.4,844.9,75.5,13.0,Cyclone
67.5,77.4,86.7,30.1,1694.0,Safe
80.2,73.5,8.2,29.5,224.0,Safe
77.9,33.6,28.7,57.4,2513.0,Safe
46.7,52.5,33.9,48.7,2365.0,Safe
71.1,31.4,49.2,48.6,1569.0,Safe
42.7,0.5,16.3,74.1,1601.0,Safe
17.2,0.0,0.0,1.7,460.0,Drought
7.6,0.0,0.0,3.7,561.0,Drought
93.6,428.5,310.1,93.1,87.0,Flood
53.4,63.4,70.3,58.7,521.0,Safe
61.2,42.8,80.7,33.7,2115.0,Safe
71.1,4.5,15.9,71.3,157.0,Safe
96.2,245.5,549.6,99.9,2221.0,Landslide
95.4,178.0,427.4,91.7,2378.0,Landslide
52.8,59.5,119.7,69.0,1030.0,Safe
94.3,288.3,299.7,93.0,157.0,Flood
40.4,53.3,44.7,44.6,2781.0,Safe
55.8,79.5,22.0,68.8,367.0,Safe
92.7,309.7,336.4,89.0,198.0,Flood
14.5,0.0,0.0,0.0,725.0,Drought
59.2,65.8,6.6,68.2,1629.0,Safe
83.3,7.2,2.6,34.8,598.0,Safe
38.1,50.7,92.5,33.5,1531.0,Safe
99.1,316.7,650.9,89.9,25.0,Cyclone
60.8,37.9,119.1,20.3,1196.0,Safe
100.0,191.0,454.0,89.3,171.0,Flood
8.5,0.0,0.0,9.3,279.0,Drought
66.9,55.6,27.4,39.1,2197.0,Safe
41.8,6.8,18.8,50.1,120.0,Safe
43.4,6.8,37.2,45.6,76.0,Safe
65.8,70.6,25.3,48.5,1171.0,Safe
68.9,64.5,37.4,33.5,563.0,Safe
75.7,42.6,71.7,66.5,2109.0,Safe
54.0,32.6,96.0,47.8,744.0,Safe
71.8,3.2,113.1,21.8,658.0,Safe
68.7,46.0,100.1,39.3,227.0,Safe
96.4,170.2,597.5,96.4,194.0,Flood
94.1,390.0,427.1,92.5,31.0,Flood
75.3,40.5,92.7,24.7,2508.0,Safe
96.9,420.4,377.9,97.7,167.0,Flood
70.9,33.2,19.1,36.8,571.0,Safe
61.4,37.4,91.3,46.5,2853.0,Safe
69.6,3.8,59.4,69.8,1666.0,Safe
77.4,42.4,3.8,49.2,1770.0,Safe
61.1,19.0,63.6,74.7,1679.0,Safe
62.5,33.2,44.4,69.3,1726.0,Safe
73.4,78.6,69.4,40.2,1736.0,Safe
56.1,65.4,91.0,70.4,697.0,Safe
95.2,349.5,234.8,86.2,71.0,Flood
96.6,446.1,201.7,89.6,199.0,Flood
94.5,128.5,786.3,94.8,1340.0,Landslide
99.2,215.1,538.6,91.7,2114.0,Landslide
11.2,0.0,0.0,10.6,263.0,Drought
10.1,0.0,0.0,9.2,205.0,Drought
96.6,313.0,419.8,94.2,39.0,Cyclone
43.4,30.8,78.3,22.2,1753.0,Safe
39.5,5.0,43.5,20.7,2888.0,Safe
5.6,0.0,0.0,3.3,204.0,Drought
92.4,413.1,479.7,87.6,58.0,Flood
95.9,460.0,757.0,77.8,49.0,Cyclone
51.9,57.7,87.0,39.3,1195.0,Safe
93.2,312.9,500.1,95.8,65.0,Flood
68.8,23.6,68.3,23.6,2311.0,Safe
71.2,33.8,91.3,71.0,2969.0,Safe
53.8,71.3,101.6,27.3,263.0,Safe
97.4,338.0,566.2,76.7,39.0,Cyclone
12.4,0.0,0.0,3.8,707.0,Drought
7.1,0.0,0.0,10.5,753.0,Drought
74.1,30.4,30.9,52.2,208.0,Safe
75.9,44.2,107.4,71.4,1967.0,Safe
69.6,37.5,92.2,70.0,1174.0,Safe
99.1,185.2,765.9,98.2,876.0,Landslide
82.8,76.1,10.2,49.6,73.0,Safe
71.8,3.1,19.2,69.8,1129.0,Safe
99.7,259.3,283.6,89.6,200.0,Flood
99.1,388.7,598.8,86.1,49.0,Cyclone
61.3,69.0,71.9,42.2,1102.0,Safe
91.3,288.7,507.9,99.0,118.0,Flood
61.2,18.0,92.3,47.8,1919.0,Safe
79.1,48.7,55.8,64.6,2700.0,Safe
92.9,225.4,462.0,98.3,2255.0,Landslide
42.0,35.5,79.3,50.2,1321.0,Safe
61.8,41.7,47.9,47.4,567.0,Safe
66.5,64.1,112.3,53.9,863.0,Safe
67.4,39.5,69.5,39.7,2237.0,Safe
58.5,67.1,40.0,74.2,2195.0,Safe
70.5,52.7,69.6,55.7,2193.0,Safe
94.8,428.1,328.0,87.4,143.0,Flood
66.4,29.1,36.5,21.7,175.0,Safe
55.5,77.7,95.3,58.3,372.0,Safe
57.5,75.8,25.2,39.1,967.0,Safe
40.2,69.4,1.6,61.4,413.0,Safe
39.0,45.2,5.7,20.8,428.0,Safe
70.5,1.8,100.8,28.8,710.0,Safe
47.4,69.3,13.8,29.3,1413.0,Safe
72.5,20.5,77.5,30.5,357.0,Safe
99.9,445.3,798.8,76.1,44.0,Cyclone
96.0,279.8,213.1,91.6,25.0,Flood
14.3,0.0,0.0,13.2,795.0,Drought
11.9,0.0,0.0,3.1,239.0,Drought
73.3,4.4,4.8,38.6,2263.0,Safe
90.8,387.6,347.6,90.6,105.0,Flood
75.2,12.0,21.5,45.7,2605.0,Safe
14.5,0.0,0.0,7.8,775.0,Drought
77.3,69.4,15.0,64.5,203.0,Safe
60.7,28.0,69.1,58.8,1186.0,Safe
60.5,38.9,23.3,35.3,1083.0,Safe
80.2,30.0,58.7,29.7,1274.0,Safe
43.3,25.5,32.8,51.6,2512.0,Safe
79.8,21.3,19.9,71.2,253.0,Safe
72.7,67.8,19.1,56.7,444.0,Safe
94.0,388.2,549.9,87.8,91.0,Flood
39.2,0.2,10.9,68.5,1884.0,Safe
61.0,77.5,116.7,28.0,2478.0,Safe
84.7,5.5,91.0,72.2,1083.0,Safe
54.0,52.5,3.2,71.2,1879.0,Safe
96.7,213.8,679.1,95.0,1659.0,Landslide
92.3,207.3,446.7,92.7,2092.0,Landslide
39.0,56.0,38.5,28.7,1056.0,Safe
37.8,79.2,87.1,56.1,181.0,Safe
64.8,67.3,37.4,26.2,207.0,Safe
60.2,1.7,83.7,29.7,2768.0,Safe
83.9,74.3,38.2,57.4,600.0,Safe
65.3,66.4,88.7,50.6,2942.0,Safe
42.3,3.5,119.9,64.2,69.0,Safe
63.7,21.2,102.7,40.5,904.0,Safe
16.0,0.0,0.0,3.3,526.0,Drought
46.1,18.6,113.3,69.8,957.0,Safe
45.2,75.7,63.6,20.8,408.0,Safe
42.3,67.7,96.5,55.8,1064.0,Safe
38.7,65.8,118.7,40.2,743.0,Safe
38.4,9.0,16.2,52.0,1266.0,Safe
75.1,4.4,82.8,30.3,2161.0,Safe
49.2,78.8,68.9,50.4,2594.0,Safe
49.2,79.8,102.5,59.3,1490.0,Safe
56.9,0.2,45.8,56.5,873.0,Safe
68.9,22.3,21.7,63.8,1665.0,Safe
44.0,30.2,94.4,31.4,2276.0,Safe
16.6,0.0,0.0,1.7,699.0,Drought
36.0,11.1,2.6,41.8,624.0,Safe
46.0,16.5,17.1,56.3,1523.0,Safe
44.6,70.1,94.8,38.8,2014.0,Safe
99.6,557.8,746.2,91.5,40.0,Cyclone
37.0,13.5,61.6,57.5,774.0,Safe
91.9,426.4,423.4,93.6,115.0,Flood
8.2,0.0,0.0,4.3,675.0,Drought
37.1,11.3,104.2,44.5,615.0,Safe
99.8,399.2,346.7,95.0,55.0,Flood
78.6,77.6,45.6,64.5,1349.0,Safe
97.6,326.3,677.8,82.5,42.0,Cyclone
47.6,24.2,77.4,73.4,519.0,Safe
72.9,55.1,16.5,38.7,67.0,Safe
66.3,18.4,36.1,49.7,2157.0,Safe
97.4,146.3,725.5,99.2,1988.0,Landslide
45.9,9.5,73.1,41.0,2057.0,Safe
7.2,0.0,0.0,2.5,664.0,Drought
37.8,15.5,96.4,25.8,1350.0,Safe
52.2,57.2,35.1,30.4,2427.0,Safe
36.1,22.8,106.6,49.8,2262.0,Safe
36.6,41.6,61.1,56.5,1562.0,Safe
38.6,54.3,14.1,74.4,208.0,Safe
68.9,78.2,53.2,69.7,710.0,Safe
54.7,58.2,30.5,67.7,2166.0,Safe
81.3,66.5,91.3,23.1,1079.0,Safe
40.3,60.2,16.5,30.8,2771.0,Safe
80.5,70.6,50.4,42.2,457.0,Safe
81.4,2.3,109.7,41.8,1668.0,Safe
99.5,311.2,572.1,99.7,169.0,Flood
95.5,173.0,536.3,99.8,2074.0,Landslide
38.1,60.0,42.2,24.4,2458.0,Safe
46.0,49.0,29.2,43.9,571.0,Safe
62.4,69.1,51.1,57.2,335.0,Safe
69.7,79.0,7.9,20.6,2860.0,Safe
48.7,62.5,68.6,70.8,438.0,Safe
95.2,158.3,546.4,92.8,33.0,Flood
95.3,166.5,365.6,97.0,167.0,Flood
83.0,62.2,63.7,73.7,1114.0,Safe
17.1,0.0,0.0,8.8,493.0,Drought
64.5,3.0,1.9,72.6,2656.0,Safe
55.4,69.5,5.1,22.8,1971.0,Safe
98.8,499.9,814.7,88.4,48.0,Cyclone
72.2,56.5,108.7,53.3,846.0,Safe
97.9,514.5,665.1,90.8,14.0,Cyclone
91.3,320.4,264.4,94.2,184.0,Flood
35.0,16.2,97.9,43.3,2275.0,Safe
10.5,0.0,0.0,7.7,403.0,Drought
98.2,256.2,461.6,93.2,113.0,Flood
71.1,38.7,68.6,74.2,2210.0,Safe
